번호,인정기관명,인증기업명(국문),현상태,사업자등록번호,메인사업장 지역코드,메인사업장 주소,종업원수(전체),전화번호,E-Mail,Fax,담당자,대표자,우편번호,인증표준,인증번호,최초인증일(기관 최초),최초인증일(인증서 최초),인증유효 시작일자,인증유효 만료일자,인증범위 입력,산업분류코드1,산업분류코드2,산업분류코드3
406,KAB,주식회사 링네트,인증완료,113-81-60244,서울,"서울특별시 구로구 디지털로 33길 28, 1001호(구로동, 우림이비지센터)",2,02-6675-1259,eomkj@ringnet.co.kr,02-6775-1204,이병진 이사/엄경재 대리,이주석/이정민,8377,ISO 9001:2015,OH240251,2024-10-28,,2024-10-28,2027-10-27,"IT 서비스(SI, NI, SM, Consulting)제공",33,,
407,KAB,주식회사 씨에스텍플러스,인증완료,105-87-90021,서울,"서울 마포구 월드컵로 64,",1,02-3143-4056,juanyi67@cstec.co.kr,02-3143-4057,이정한 팀장,고숭덕,4004,ISO 9001:2015/ISO 14001:2015,QE240240,2014-08-18,,2026-08-10,2029-08-17,전시회 부스의 디자인 및 설치,28,35,
408,KAB,성일,인증취소,613-22-10553,경남,경남 사천시 삼상로 626 (이홀동),1,055-835-3707,rainbowkr@hanmail.net,055-832-3707,김윤미 부장,배기수,52549,ISO 9001:2015,Q240121,2017-03-20,2017-03-20,2024-03-18,2026-03-19,"금속 가공 제품, 레이저 절단 제품, 철구조물과 안전방호시설 제품의 생산",17,,
409,KAB,경원전자㈜,인증완료,410-86-34467,광주,광주 광산구 평동산단외로 142-17 (옥동),1,062-945-8783,byseo@ket.com,062-945-8785,서복용 대리,류해담,62413,ISO 9001:2015/ISO 14001:2015,E240119,2017-03-06,,2026-02-19,2029-03-05,터미널(단자)의 생산,19,,
410,KAB,㈜바른한방제약,,233-81-07882,서울,서울 동대문구 고산자로 497-1 (제기동),1,02-962-1669,choi20s@naver.com,02-957-1669,김광수 부장,최규태,2478,ISO 22000:2005,,2017-03-06,,2026-02-19,2029-03-05,"한약재 (감초, 백지 등)의 제조",K,,
411,KAB,주식회사 제이씨앤씨,인증완료,130-09-57506,인천,"인천 남동구 논곡로 10, 3층 (남촌동, 남동공단32블럭 3로트)",1,032-429-2345,jcnc0408@naver.com,032-428-6789,하정호 이사,이화규,21635,ISO22716:2007,C240203,2017-06-19,,2026-06-01,2029-06-18,화장품(매니큐어)의 제조,D-09,,
412,KAB,씨이에프건설(주),인증완료,120-86-73698,서울,서울 강남구 논현로30길 21 4층 (도곡동),1,02-574-9664,ohw9108@cefeng.co.kr/ mjmj3686@hanmail.net(김명중 전무이사),02-574-5078,오현우 대리,안장열,6301,ISO 9001:2015,Q240123,2010-02-04,,2026-02-09,2029-02-11,"지반조성·포장공사, 철근·콘크리트 공사, 상·하수도 설비공사, 구조물해체·비계 공사",28,,
413,KAB,㈜바이오에프디엔씨(송도),인증완료,131-81-94024,인천,인천 연수구 송도미래로 30,1,032-811-2027,mgshin@biofdnc.com,032-822-2027,신민규 대,"모상현, 정대현",21990,ISO22716:2007,KSGA-170678,2017-08-07,,2026-08-07,2029-08-06,"화장품(기초화장용제품, 기능성화장품, 바디용제품, 두발용제품), 화장품 원료(펩타이드, 단백질, 식물줄기세포)의 제조",A-03,A-08,A-11
414,KAB,㈜바이오에프디엔씨(화순),인증완료,408-85-26313,전남,전라남도 화순군 화순읍 산단길 106,1,061-373-8381,dishin@biofdnc.com,061-373-8382,신동일 과장,"정대현, 모상현",58141,ISO22716:2007,KSGA-170387,2020-02-20,,2026-02-20,2029-02-19,"화장품(기초화장용제품, 기능성화장품, 두발용제품), 화장품 원료(펩타이드, 단백질, 식물줄기세포)의 제조",1211,,
415,KAB,신일화학㈜,인증완료,202-81-42186,충북,충북 음성군 금왕읍 금왕테크노3길 20 (봉곡리),1,031-790-0812,shinilcoltd@naver.com,031-790-0813,조영기 차장,이재준,27681,ISO 9001:2015,Q230085,2015-12-31,,2024-12-16,2027-12-30,"철도차량 부품 (유니텍스, 레벨링컴파운드, 지붕도막재, 방음도료, 내화도료), 자동차 부품(언더코팅제)의 생산",12,,
416,KAB,대성전장,인증취소,514-24-09340,대구,대구 달성군 논공읍 비슬로357길 11-1 (금포리),1,053-616-7842,k7653255@naver.com,053-616-7843,김수락 대표,김수락,42968,ISO 9001:2015,Q230049,2016-12-05,2022-12-05,2023-11-06,2025-12-04,자동차 부품(전장부품)의 생산,18,,
417,KAB,㈜홈캐스트,,215-81-91010,서울,"서울 강남구 언주로 726 (논현동, 두산빌딩)",,02-3400-8356,hkkang@homecast.net,02-3445-8783,강현규 차장,권영철,6057,ISO 9001:2015/ISO 14001:2015,,2016-12-05,2022-12-05,2023-11-06,2025-12-04,"디지털 방송수신기(DVB, DMB)의 설계, 개발, 제조 및 부가서비스",1921,,
418,KAB,중산하이픽스㈜,인증완료,137-81-78492,경기,경기 김포시 통진읍 가현로85번길 151 (가현리),2,031-983-2601,spacer3661@hanmail.net,031-986-2498,송기정 이사,송도근,10030,ISO 9001:2015,Q240231,2009-09-03,,2024-08-19,2027-09-02,"스페이셔 제품, 건축자재(Leveler, 통Corner)의 설계, 개발 및 생산",14,,
419,KAB,㈜통광,인증완료,209-81-13590,서울,서울 성북구 보문로 82-3 (보문동4가),2,02-929-6031,tkelec6031@daum.net,02-929-6037,김지수 대리,박용준,2852,ISO9001:2015/ISO14001:2015/ISO 45001:2018,OH230003,2013-10-11,,2025-09-15,2028-10-10,"건축물 및 플랜트설비에 대한 전기공사, 소방공사, 통신공사, 계장공사 및 토목공사",28,,
420,KAB,화인프로세스㈜,인증완료,417-81-43512,전남,전남 여수시 여천1길 48-18 (여천동),1,061-681-5607,johfine@hanmail.net,061-684-5017,이효정 과장,정오훈,59635,ISO9001:2015/ISO14001:2015/ISO 45001:2018,E240185,2016-06-20,,2025-06-16,2028-06-19,"Automatic Control panel(케이스포함)의 설계, 제작 및 전기공사",17,19,28
421,KAB,대명산업,인증완료,113-14-89517,경기,경기 시흥시 금오로477번길 44 (과림동),1,02-2612-6438,eoaud611@naver.com,02-2614-1780,남인호 부장,장만수,14926,ISO 9001:2015,Q240120,2016-04-25,,2025-02-24,2028-04-24,"방진스프링마운트, 방진스프링행거, 방진고무, 방진패드의 설계, 개발 및 생산",14,,
422,KAB,(주)익스톨,,116-81-54983,경기,경기 안산시 단원구 엠티브이1로43번길 27 (성곡동),,--,yhyoo@extolchem.com,--,유양현 차장,허욱환,15657,ISO 9001:2015/ISO 14001:2015,,2016-04-25,,2025-02-24,2028-04-24,금속표면처리 약품의 개발 및 제조,1211,,
423,KAB,나노테크미쿠니㈜,인증완료,120-86-65989,경기,경기 평택시 청북읍 현곡산단로 30,1,031-683-3634,hy-lee@mikuni-color.co.jp,031-683-3635,이효세 과장,KUBOTA YUTAKA,17812,ISO 9001:2015/ISO 14001:2015,E230096,2016-02-05,,2025-02-03,2028-02-04,LCD 칼라필터용 착색제(밀베이스)의 제조 및 부가서비스,12,,
424,KAB,㈜제이앤와이스타일,,142-81-37848,경기,경기 용인시 기흥구 구성로 134 (언남동),1,070-7097-0896,saint323x@naver.com,031-624-1364,계선영 부장,강정희,16919,ISO 9001:2015,,2016-02-05,,2025-02-03,2028-02-04,"여성구두에 대한 디자인, 개발, 도소매, 제작",1352,,
425,KAB,주식회사 대월엔지니어링,,293-87-01219,전남,전남 목포시 대양산단로 69 (대양동),1,061-795-3955,daewoleng@naver.com,062-385-3933,임승철 대표,임승철,58600,ISO 9001:2015,,2016-02-05,,2025-02-03,2028-02-04,"1. 전기공사의 설계 및 시공 2. 배전반, 전기제어장치, 태양광발전 장치의 제작",3232,2439,
426,KAB,㈜세광플러스,인증완료,412-81-31156,전남,전남 나주시 왕곡면 혁신산단5길 121,1,070-7713-0676,kim8454004@hanmail.net,062-384-6334,김숙현 부장,임혜주,58296,ISO 9001:2015,OH240168,2024-04-08,,2024-04-08,2027-04-07,"1. 전기공사에 대한 설계, 시공 및 종합감리 2. 정보통신공사에 대한 설계 및 종합감리 3. 신재생에너지(열분야, 전기분야, 연료전지)의 설계 및 시공 4. 태양광 발전장치의 설계, 제조, 설치 및 유지보수 5. 태양열 집열기의 설치 및 유지보수 6. 태양광발전 접속함의 설계 및 제조 7. 금속창호, 지붕건축물조립공사의 시공",19,28,34
427,KAB,㈜일광종합기술단,인증완료,410-81-82853,광주,광주광역시 서구 무진대로 571-2 (덕흥동),1,070-7713-0675,kim8454004@hanmail.net,0507-890-4785,김숙현 부장,"임순희, 김나나",61900,ISO 9001:2015,Q240127,2018-06-08,,2024-05-20,2027-06-07,"1. 전기공사에 대한 설계, 시공 및 종합감리 2. 신재생에너지 (열분야, 전기분야, 연료전지)의 설계 및 시공 3. 태양광 발전장치의 설계, 제조, 설치 및 유지보수 4. 태양열 집열기의 설치 및 유지보수 5. 태양광발전 접속함의 설계 및 제조",19,28,34
428,KAB,㈜제이와이글로벌패션,,324-88-00976,서울,"서울 성동구 연무장13길 9 (성수동2가, 아이템플)",1,02-6462-7011,seenkey@hotmail.com,02-6462-7204,황신기 부장,김진훈,4783,ISO 9001:2015,,2018-06-08,,2024-05-20,2027-06-07,의류의 디자인 및 생산,1351,,
429,KAB,(주)예담엔지니어링,인증완료,409-86-34958,전북,전북특별자치도 전주시 완산구 평화11길 4 (평화동2가),1,062-375-5285,yedam3285@naver.com,062-375-5286,전희정 상무,김장관,55124,ISO 9001:2015,Q240135,2019-04-02,,2025-03-24,2028-04-01,1. 전기공사의 설계 및 시공 2. 태양광 발전 장치의 설치 및 유지보수 3. 태양열 집열기의 설치 및 유지보수,28,,
430,KAB,㈜이룸교육원,,197-88-01301,서울,"서울 동작구 노량진로 104 (노량진동, 리더스타워)",1,02-833-0522,falannamu@naver.com,02-833-0514,김철윤 부원장,이재남,6928,ISO 9001:2015,,2019-04-02,,2025-03-24,2028-04-01,교육서비스,7830,2840,
431,KAB,주식회사 해드림이엔지,,410-87-09761,광주,광주광역시 북구 첨단벤처소로37번길 64 (월출동),1,062-268-2588,hdeng4577@naver.com,062-268-2589,고진아 실장,송상진,61003,ISO 9001:2015,,2019-04-02,,2025-03-24,2028-04-01,"1. 전기공사 2. 금속구조물 공사 및 태양광 공사 3. 금속구조물의 제조 4. 태양광발전시스템의 개발, 설계, 생산, 설치, 보수 5. 태양광발전 접속함의 설치, 보수",2439,,
432,KAB,세정금속,인증완료,606-27-72823,부산,부산 사상구 삼락천로 188,1,051-325-1488,rjtjdrldjq@nate.com,051-309-0130,권순석 차장,표수야,46923,ISO 9001:2015,Q240217,2015-07-17,,2024-07-15,2027-07-16,아연바렐 및 아연렉크의 도금,17,,
433,KAB,효천푸드,인증완료,127-32-27509,경기,경기 포천시 가산면 마전길 14 (마전리),1,031-541-8377,kemp3756@gmail.com,--,최재용 부장,김은순,11165,ISO 22000:2018/FSSC 22000(Version 6),25-FSSC-0421,2018-09-19,2023-10-20,2025-08-07,2026-10-19,국수의 제조,CⅣ,,
434,KAB,청산비나,,106-69-4397,,,1,--,cheongsanvina@gmail.com,--,김재환 본부장,Hae Yong Gil,,ISO 22000:2018,,2018-09-19,2023-10-20,2025-08-07,2026-10-19,"""김치, 파우더, 소스류의 제조 농산물의 가공 및 식품유통 """,CⅡ,,
435,KAB,SWYM COMPANY LIMITED,,108-04-6296,,,1,2473-003-111,Tlarbdyd815@gmail.com,--,정재봉,심규용,,ISO 22000:2005,,2018-09-19,2023-10-20,2025-08-07,2026-10-19,"김치, 육류, 생선류, 파우더, 소스류의 제조 및 식품유통",CⅠ,CⅡ,
436,KAB,한양식품,,412-06-93136,전남,"전남 나주시 문평면 다시로 82 (옥당리, (주)한양식품)",1,061-335-4651,hyfood4651@naver.com,061-335-4591,김동현 부사장,김종열,58286,ISO 22000:2018,,2018-09-19,2023-10-20,2025-08-07,2026-10-19,"피클절임식품, 양념식품, 조림식품의 제조",CⅢ,,
437,KAB,유니크바이오텍 주식회사,인증완료,302-81-24265,전북,전북 익산시 왕궁면 푸드폴리스로8길 69 (동촌리),1,063-838-8877,ubtc3@uniquebiotech.co.kr,043-745-6886,김미영 부장,허용갑,54576,ISO 22000:2018,KOR/FSMS/00335/7651,2019-08-06,,2025-08-06,2028-08-05,건강기능식품(프로폴리스)의 개발 및 제조,K,,
438,KAB,㈜비에스티,인증완료,214-86-59458,경기,"경기 성남시 중원구 사기막골로45번길 14 (상대원동, 성남 우림 라이온스밸리)",1,031-745-5885,ej9247@ibst.kr,031-8018-2136,김은정 팀장,이호,13209,ISO 22000:2018,KOR/FSMS/00345/7697,2019-09-11,,2025-09-11,2028-09-10,"식품원료(분말, 액상)의 제조 (추출, 혼합, 여과, 포장)",CⅣ,,
439,KAB,코리워터스,,117-07-45546,강원,강원 원주시 귀래면 북원로 879 (귀래리),1,033-761-7796,koriwater@naver.com,033-761-7190,이필란 대표,이필란,26500,ISO 22000:2005,,2019-09-11,,2025-09-11,2028-09-10,미네랄 생수의 제조,CⅣ,,
440,KAB,주식회사 브라운스토리,,323-86-00080,강원,강원 횡성군 횡성읍 청용길 35,1,033-345-1540,muksudang@naver.com,033-345-1541,이민수 대표,이민수,25241,ISO 22000:2018,,2019-09-11,,2025-09-11,2028-09-10,빵과 피자의 제조,CⅢ,,
441,KAB,아이디어플랩 유한회사,,308-81-44478,서울,서울 종로구 창덕궁1가길 11 (계동),1,02-6263-3430,seji.kim@ideaplab.com,02-6442-3430,"김세지 팀장, 김가연 대리","최용석, 사무엘앨런도우슨",3057,ISO 22000:2018,,2019-09-11,,2025-09-11,2028-09-10,휴게음식점의 관리 및 서비스,E,,
442,KAB,주식회사 엘케이샘물,인증완료,613-81-58398,경남,"경상남도 산청군 삼장면 친환경로 462-30 (덕교리, (주)지리산수)",1,055-974-3000,algaekr@lkwater.co.kr,055-574-3009,박정원 실장,김희자,52233,ISO 22000:2018,KOR/FSMS/00271/7125,2018-09-12,,2024-09-12,2027-09-11,샘물의 제조 및 병입,CⅣ,,
443,KAB,몽고식품㈜,,609-85-03927,경남,경남 창원시 의창구 팔용로371번길 18 (팔용동),1,055-296-2210,cklee9@hanmail.net,055-292-2202,이창권 연구소장/이사,김현승,51395,ISO 22000:2005,,2018-09-12,,2024-09-12,2027-09-11,간장의 생산,CⅡ,,
444,KAB,㈜상촌식품,인증완료,215-81-83655,경기,"경기도 용인시 처인구 백암면 박곡로216번길 20-62 (박곡리, 상촌식품)",1,031-339-1281,sangchon4289@naver.com,031-333-0621,김동호 상무,권기옥,17179,ISO 22000:2018,KOR/FSMS/00130/6028,2017-01-25,,2026-01-25,2029-01-24,"장류(된장, 고추장, 청국장, 혼합장, 간장)의 제조",CⅡ,,
445,KAB,㈜금비 온양공장,인증취소,312-85-05550,충남,충남 아산시 실옥로 156 (실옥동),1,041-544-9280,jhhwang@kumbi.co.kr,041-544-9284,황정하 사원,고기영,31501,ISO 22000:2018,KOR/FSMS/00049/5273,2015-08-05,,2021-03-03,2024-03-02,유리병의 개발 및 생산,I,,
446,KAB,거제농산물수출영농조합법인,,612-81-32153,경남,"경남 거제시 거제면 읍내로 293-5 (옥산리, 농협농산물가공공장)",1,055-636-1494,geojeyuja@hanmail.net,055-636-1496,남기봉 대표,남기봉,53284,ISO 22000:2005,,2015-08-05,,2021-03-03,2024-03-02,"액상차 (유자차, 생강차), 유자빵의 제조",CⅣ,,
447,KAB,한라식품,인증완료,511-02-82428,경북,경북 상주시 함창읍 영동길 9-15 (오동리),1,054-541-5112,hallafood@hallafood.com,054-541-5114,"박현숙 부장, 강진욱 과장",이재한,37112,ISO 22000:2018,KOR/FSMS/00080/5697,2016-05-17,,2025-05-17,2028-05-16,참치소스의 제조,CⅣ,,
448,KAB,농업회사법인 주식회사 상하식품,,885-87-00891,경북,경북 문경시 가은읍 가은공단길 88 (왕능리),1,054-572-2266,shfood2014@naver.com,054-572-2267,이미화 대리,박상하,36995,ISO 22000:2018,,2016-05-17,,2025-05-17,2028-05-16,절임식품의 제조,CⅡ,,
449,KAB,㈜엠제이바이오,인증취소,723-87-00496,부산,부산 금정구 공단로 68-16 (금사동),1,051-522-5245,Minjun0958@naver.com,051-523-5245,박근식 이사,김민준,46332,ISO 22000:2018,KOR/FSMS/00223/6626,2017-12-05,,2023-12-05,2026-12-04,혼합음료의 제조,CⅣ,,
450,KAB,토당식품영농조합법인,인증완료,407-81-19465,전북,전북특별자치도 순창군 풍산면 향가로 334-4 (한내리),1,063-652-7481,lkd2259@hanmail.net,0505-310-4640,고윤희 과장,전대완,56055,ISO 22000:2018,KOR/FSMS/00400/8039,2017-07-21,,2026-07-29,2029-07-28,장류식품의 제조,CⅣ,,
451,KAB,다약정,,507-04-58262,경북,경북 울진군 울진읍 호월4길 106-4 (호월리),1,054-783-8060,Bjy1215kr@naver.com,054-783-8060,배재영 대표,배재영,36328,ISO 22000:2005,,2017-07-21,,2026-07-29,2029-07-28,"다류,(바위솔)의 생산",CⅣ,,
452,KAB,청강원영농조합,,224-14-54206,강원,강원 원주시 문막읍 쪽섬길 2 (반계리),1,033-731-3646,01037272711@hanmail.net,033-731-3688,이영복 대표,이영복,26361,ISO 22000:2018,,2017-07-21,,2026-07-29,2029-07-28,"오미자 농축액, 약도라지 진청의 제조",CⅡ,,
453,KAB,(농) 그린합명회사 각남공장,,814-85-00425,경북,경북 청도군 각남면 녹명1길 27 (녹명리),1,054-373-7334,Ilyeon4125@daum.net,054-373-7335,박일연,박희주,38320,ISO 22000:2005,,2017-07-21,,2026-07-29,2029-07-28,버섯가공식품의 제조,CⅣ,,
454,KAB,지리산피아골식품영농조합법인,,416-81-79884,전남,전남 구례군 토지면 직전길 15 (내동리),1,061-782-3468,forever3468@naver.com,061-783-3468,김미선 대표,김미선,57622,ISO 22000:2018,,2017-07-21,,2026-07-29,2029-07-28,"간장, 된장, 고추장, 청국장의 제조",CⅣ,,
455,KAB,세웅수산,,507-81-00868,경북,경북 영덕군 강구면 강영로 84 (강구리),1,054-732-8131,yeol18@koreacrab.com,054-732-8134,권경열,김경호,36454,ISO 22000:2018,,2017-07-21,,2026-07-29,2029-07-28,"붉은대게의 개발, 생산 및 부가서비스",CⅠ,,
456,KAB,㈜산엔들,,613-81-55106,경남,"경남 산청군 차황면 신차로2000번길 89 (상중리, 농업회사법인(주)산들)",1,055-974-3311,bagjin430@hanmail.net,055-972-9944,이향만,박덕선,52206,ISO 22000:2018,,2017-07-21,,2026-07-29,2029-07-28,"오메가3, 약초젤리, 약초환, 들깨기름, 참깨기름, 삼초유의 제조",K,,
457,KAB,농업회사법인 ㈜함양산양삼,,611-81-20668,경남,경남 함양군 안의면 광풍로 129-2 (당본리),1,055-964-0583,hywgs@naver.com,055-963-9742,김소성 사원,이종상,50009,ISO 22000:2018,,2017-07-21,,2026-07-29,2029-07-28,산양삼의 제품의 제조,CⅣ,,
458,KAB,㈜휴먼바이오,,166-87-01542,충남,충남 공주시 한적2길 52-103 (금흥동),1,041-539-9936,miyoung4@naver.com,041-539-9937,정주영 대표,정주영,32568,ISO 22000:2018,,2017-07-21,,2026-07-29,2029-07-28,식품의 유통(음료),FⅡ,,
459,KAB,영농조합법인 신안솔트,인증취소,411-81-55607,전남,전남 신안군 임자면 임자로 87-1 (진리),1,061-262-3800,imja3300@hanmail.net,061-262-3900,박숙희 이사,강운철,58802,ISO 22000:2018,KOR/FSMS/00052/5277,2015-08-05,,2024-08-05,2027-08-04,천일염 및 구운 소금의 제조,CⅣ,,
460,KAB,㈜태신프린팅 비나,인증완료,455-50-83778,,,1,22-2373-4550,ik0304@gomun.co.kr,--,박인규,황선기,,ISO 22000:2018,23-E-1430,2020-02-25,,2023-03-07,2026-02-24,"식품용 종이용기(컵, 두껑), 종이빨대의 개발 및 제조",I,,
461,KAB,㈜한풍네이처팜,인증완료,898-85-01140,전북,전북 완주군 봉동읍 테크노밸리2로 91 (장구리),1,063-715-0045,kek6681@nate.com,063-715-0047,김은경 이사,"조인식, 조형권",55314,ISO 22000:2018,KOR/FSMS/00323/7576,2019-06-13,,2025-06-13,2028-06-12,"건강기능식품 및 일반건강식품의 연구, 개발 및 제조",CⅣ,,
462,KAB,풍기인삼나라영농조합법인,,512-81-16964,경북,경북 영주시 풍기읍 소백로 2156 (산법리),1,054-634-3489,365ceoo@naver.com,054-635-3380,김영식 대표,김영식,36041,ISO 22000:2005,,2019-06-13,,2025-06-13,2028-06-12,홍삼 가공 식품,CⅡ,,
463,KAB,㈜수정실업,인증취소,126-86-13325,경기,경기 이천시 호법면 중부대로 797-7 (안평리),1,031-638-4141,yong@soojoung.kr,031-638-0960,남용진 과장,이정수,17392,ISO 22000:2018,KOR/FSMS/00189/6406,2017-09-11,,2023-09-11,2026-09-10,"식품산업용 연성 포장재의 제조(그라비아인쇄, 라미네이션, 재단, 제대)",I,,
464,KAB,김상우푸드,,424-45-00148,경남,경남 김해시 주촌면 서부로1541번길 148-14 (내삼리),1,055-314-9259,Doorai54@naver.com,--,김상우 대표,김상우,50877,ISO 22000:2018,,2017-09-11,,2023-09-11,2026-09-10,소스의 개발 및 제조 / 식육포장의 가공,CⅠ,,
465,KAB,에프앤에스푸드㈜,,232-81-05033,경남,"경남 진주시 문산읍 월아산로 991 (삼곡리, (재)진주바이오산업진흥원)",1,-7030,Fnsfood1353@naver.com,055-758-9924,백승정 차장,이정현,52839,ISO 22000:2018,,2017-09-11,,2023-09-11,2026-09-10,"누룽지, 과일청의 개발 및 제조",CⅡ,,
466,KAB,하동율림영농조합법인,,613-81-38510,경남,경남 하동군 하동읍 섬진강대로 2413-15 (화심리),1,055-884-4482,altori4u@hanmail.net,055-884-4483,박영란 과장,최경태,52322,ISO 22000:2018,,2017-09-11,,2023-09-11,2026-09-10,밤 가공품의 개발 및 생산,CⅡ,,
467,KAB,예인화원,,505-13-58083,경북,경북 경주시 남산동 1011-1,1,054-771-7088,kdn3424@naver.com,054-771-7087,고은혜 대표,고은혜,38174,ISO 22000:2005,,2017-09-11,,2023-09-11,2026-09-10,"과실주, 증류수 (포도와인)의 제조",CⅣ,,
468,KAB,농업회사법인 진영 유한회사,,505-81-81278,경북,경북 경주시 율동원길 52-47 (율동),1,054-745-0880,wlsl1662@naver.com,054-742-0123,손석만 대표,손석만,38189,ISO 22000:2005,,2017-09-11,,2023-09-11,2026-09-10,"유과, 조청, 한과, 엿의 제조",CⅣ,,
469,KAB,주식회사 핀컴퍼니,,488-81-00489,전북,"전북 익산시 왕궁면 푸드폴리스로 121 (광암리, (주)핀컴퍼니)",1,063-838-5301,fin_company@naver.com,063-838-5303,신주연 대표,신주연,54576,ISO 22000:2005,,2017-09-11,,2023-09-11,2026-09-10,"빵류(바움쿠헨, 롤 케이크, 크레이프)의 제조",CⅣ,,
470,KAB,㈜삼미식품,,140-81-33171,경기,경기 시흥시 신천로25번길 24 (신천동),2,031-316-5540,skajhlove@naver.com,031-316-5543,이상귀 부장,유완현,14952,ISO 22000:2018,,2017-09-11,,2023-09-11,2026-09-10,식품(떡류)의 제조 및 가공,CⅣ,,
471,KAB,㈜마이비,,586-81-00236,서울,"서울 성동구 성수이로 51 (성수동2가, 서울숲한라시그마벨리)",1,02-977-5613,seul0923@mybcorp.co.kr,--,이슬기,김용운,4781,ISO 22000:2018,,2017-09-11,,2023-09-11,2026-09-10,"건강냉동식품(도시락, 떡볶이, 빵, 쿠키)의 제조",CⅢ,,
472,KAB,네오라이프㈜,,224-81-62839,강원,강원 원주시 판부면 용수골길 140-6 (서곡리),1,--,neolife6788@naver.com,033-742-6288,오태균 대표,오태균,26402,ISO 22000:2005,,2017-09-11,,2023-09-11,2026-09-10,커피 (유황발효건강커피)의 제조,CⅣ,,
473,KAB,오천산업㈜,,417-81-03543,전남,"전남 여수시 망양로 464 (오천동, 오천산업)",1,061-651-9409,m1052h@naver.com,061-651-9413,조인순 대표,조인순,59621,ISO 22000:2018,,2017-09-11,,2023-09-11,2026-09-10,"건어물, 조미 건어물 및 냉동수산식품의 개발 및 생산",CⅠ,,
474,KAB,주식회사 제이에스코리아,,746-88-00889,전남,"전남 완도군 완도읍 농공단지6길 21-13 (죽청리, 하이앤드푸드)",1,061-555-1836,kuani@hanmail.net,061-553-1837,임정석 대표,임정석,59108,ISO 22000:2005,,2017-09-11,,2023-09-11,2026-09-10,"전복, 굴, 홍게 가공식품(캔, 냉동) 의 개발 및 생산",CⅠ,,
475,KAB,이조케터링서비스 ㈜,,105-81-51123,서울,"서울 마포구 마포대로 63-8 (도화동, 삼창프라자빌딩)",1,02-718-5151,sook1714@naver.com,02-718-1118,정순희 과장,이헌우,4157,ISO 22000:2005,,2017-09-11,,2023-09-11,2026-09-10,단체급식용 식음료의 제조,E,,
476,KAB,바이셀,,312-21-71121,충북,충북 괴산군 소수면 길선1길 35-14 (길선리),1,043-834-3005,Ycjoo777@yahoo.co.kr,043-834-3006,주예진 팀장,주영철,28041,ISO 22000:2018,,2017-09-11,,2023-09-11,2026-09-10,"윤산균 분말, 윤산균 음료, 발효 홍삼, 한방환의 제조",CⅣ,,
477,KAB,농업회사법인 소르젠골드㈜,,668-87-00020,충남,충남 아산시 신동길 118 (신동),1,041-531-7779,jmo4085@hanmail.net,041-531-7715,조돈목 대표,조돈목,31476,ISO 22000:2005,,2017-09-11,,2023-09-11,2026-09-10,"감자전분, 고구마전분, 냉동채소 및 건조야채의 개발 및 제조",CⅣ,,
478,KAB,해냄일터,,132-82-11979,경기,"경기 구리시 검배로 126 (토평동, 신성빌딩)",1,031-562-1911,gosoa1911@naver.com,031-562-1912,허철 대리,이대균,11945,ISO 22000:2018,,2017-09-11,,2023-09-11,2026-09-10,커피 및 비알콜 음료의 제조,CⅣ,,
479,KAB,㈜대흥푸드,,130-86-20091,인천,"인천 서구 검단로93번길 9 (오류동, 대흥푸드)",1,032-715-5785,Csh0929@daeheungfood.com,032-715-5786,최윤성 팀장,"정점례, 장순묵",22653,ISO 22000:2005,,2017-09-11,,2023-09-11,2026-09-10,"냉동수산 조미식품, 축산물 분쇄 가공품, 농산물 가공품의 개발 및 제조",CⅠ,CⅡ,
480,KAB,농업회사법인 주식회사 동호식품,,222-81-22845,강원,"강원 동해시 구미1길 33 (구미동, (주)동호식품 약천김치)",1,033-521-6413,bok1394@hanmail.net,033-521-2193,김복자 대표,김복자,25791,ISO 22000:2005,,2017-09-11,,2023-09-11,2026-09-10,김치류의 개발 및 제조,CⅣ,,
481,KAB,원주자연식품,,361-39-00190,강원,강원 원주시 관설안길 9,1,070-4230-7596,010345kby@naver.com,033-766-7595,김병용 대표,김병용,26472,ISO 22000:2005,,2017-09-11,,2023-09-11,2026-09-10,"막국수, 막국수가루, 육수 및 양념장의 개발 및 제조",CⅢ,,
482,KAB,㈜예주식품,,314-86-47761,대전,대전 서구 도마8길 16 (도마동),1,042-524-7205,mimiso70@hanmail.net,042-525-7205,박희연 대표,박희연,35331,ISO 22000:2005,,2017-09-11,,2023-09-11,2026-09-10,한과의 개발 및 제조,CⅣ,,
483,KAB,㈜농업회사법인 원진,,386-87-00813,경북,경북 경주시 건천읍 내서로 1501 (모량리),1,054-771-8857,yh2030yh@naver.com,054-773-8857,박기덕 대표,박기덕,38180,ISO 22000:2005,,2017-09-11,,2023-09-11,2026-09-10,한국전통과자 (누룽지)의 제조,CⅣ,,
484,KAB,㈜내츄럴코어,,301-86-20067,전북,전북 고창군 부안면 복분자로 434-50 (용산리),1,063-564-0910,kkcm1392@naver.com,063-562-5580,강창명 과장,김택한,56417,ISO 22000:2005,,2017-09-11,,2023-09-11,2026-09-10,"과채류, 한방류의 농축액 제조",CⅡ,,
